timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-12-03T19:02:52,codecarbon,18d8ad1d-07c3-4b12-9014-1ceb1cbeba71,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.3352288750465959,2.7428782919984833e-07,8.182106304587367e-07,5.0,0.0,3.0,4.647265055811861e-07,0,2.783303475007415e-07,7.430568530819276e-07,United States,USA,virginia,,,macOS-12.6-arm64-arm-64bit,3.10.13,2.8.0,8,Apple M1,,,-77.0602,38.8579,8.0,machine,N,1.0
2024-12-03T19:05:18,codecarbon,9ae8869f-a981-49e2-9b1c-dcc89755edce,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.001898209098726511,6.718165527573251e-10,3.5392125831028833e-07,5.0,0.0,3.0,1.3681723632746273e-09,0,4.518059237549702e-10,1.8199782870295975e-09,United States,USA,virginia,,,macOS-12.6-arm64-arm-64bit,3.10.13,2.8.0,8,Apple M1,,,-77.0602,38.8579,8.0,machine,N,1.0
