ISO3,NAME,D_T_DIFF,LATITUDE,LONGITUDE,Norm_T_Diff
GRL,Upernavik,-0.904783281734,72.7885977452,-56.1400559876,-0.1138123203702107
USA,Barrow,-1.7617115986,71.3039629414,-156.730205754,-0.1419479085029294
NOR,Honningsvåg,2.13295139953,71.0049885811,25.9625679666,0.1467956539117311
NOR,Hav?ysund,-0.260669475655,70.9830682753,24.6528026502,-0.0175246822963981
NOR,Kj?llefjord,2.0911392449,70.9438697132,27.3563918679,0.114636990293226
NOR,Berlevåg,1.70042119565,70.8431328719,29.0709211217,0.0895788717233329
GRL,Uummannaq,-1.30751424015,70.6906222627,-52.1297783319,-0.1172421810180714
RUS,Anadyr,1.09817479091,64.7577228527,177.72476125,0.0482364434688086
WLF,Mata'utu,0.928825396825,-13.2791554123,-176.171791167,0.0336625028619367
WSM,Apia,4.00972211809,-13.8522063096,-171.769312273,0.1538840653850031
FJI,Labasa,1.86714614374,-16.4693129916,179.362230365,0.059456991197149
FJI,Lautoka,2.37950176633,-17.6184403079,177.637890721,0.0753920422757697
FJI,Suva,2.40425747481,-18.069089836,178.499677524,0.0784181571238129
FJI,Sigatoka,0.131856977373,-18.1312295117,177.470605869,0.0041418628839907
TON,Neiafu,2.44443084455,-18.6475907814,-173.979846795,0.084326559255872
TON,Nuku'alofa,1.73847542186,-21.1715409923,-175.200800674,0.0599582650299721
NZL,Whakatane,1.05072442342,-37.9630081057,176.985029801,0.0376028282940307
NZL,Opotiki,2.53996590469,-38.013649083,177.299343571,0.0924144280283967
NZL,Kawerau,2.65081762928,-38.0713862131,176.725615498,0.0960377240986903
NZL,Murupara,5.18589380531,-38.4517516135,176.713319855,0.1887831728262685
NZL,Gisborne,2.91456178673,-38.6512830682,178.013268072,0.0962734017870435
NZL,Wairoa,2.14604621258,-39.0298474827,177.43530341,0.069162947357336
NZL,Hastings,2.14316596027,-39.5076465308,176.861013619,0.0695565176347345
CHL,Valdivia,1.37984416741,-39.8194792844,-73.2202487568,0.0508695388120739
NZL,Wanganui,2.67499280269,-39.9259723912,175.060630705,0.0940192098780783
ARG,VILLALONGA,-0.169496159578,-39.9206617443,-62.6141075128,-0.0035933132921513
ARG,Junín de los Andes,0.358830400329,-39.9486526727,-71.0609288745,0.0072901279097499
NZL,Waipukurau,3.01599511059,-39.9757498125,176.572569159,0.0885333461822879
ARG,Piedra del ?guila,-0.969991439602,-40.0208946236,-70.0172919092,-0.0177097973474023
ARG,General Conesa,-4.1428136155,-40.0995487865,-64.4458206334,-0.0825895703295058
NZL,Marton,0.87919185633,-40.0785760766,175.390482554,0.0290748305223582
ARG,San Martín de los Andes,3.42001665989,-40.1514140802,-71.3187134937,0.0997361701999863
NZL,Bulls,0.837904907975,-40.1845978109,175.394347906,0.0265104452262586
ARG,STROEDER,-0.595093364651,-40.1805984736,-62.6152293244,-0.0120620849285907
NZL,Dannevirke,0.444973958333,-40.2084652146,176.119545952,0.0159136988942345
NZL,Feilding,1.13454042942,-40.2254258591,175.585969682,0.0374114700726644
NZL,Palmerston North,2.5231268421,-40.3561303917,175.618413085,0.089396208229447
CHL,Osorno,1.24292630989,-40.5416454725,-73.1524848082,0.0367387878679097
NZL,Foxton,0.670580002994,-40.4679945906,175.28357047,0.0223210027485789
NZL,Levin,3.4886791888,-40.6198802384,175.296598747,0.1340898713425183
ARG,Valcheta,-1.21068168228,-40.6755299341,-66.1505801382,-0.0219690103342216
ARG,San Antonio Oeste,0.404916329285,-40.7341001682,-64.9522136628,0.0085660644549169
NZL,Otaki,4.46763218391,-40.7620789224,175.164631703,0.1839210342018756
ARG,Villa La Angostura,2.5911508637,-40.7629164304,-71.6204862305,0.0981423452252017
ARG,Viedma,-1.06298458138,-40.8136858058,-62.9871417946,-0.0218778904405142
ARG,Los Menucos,-0.868302262444,-40.8410014494,-68.0683382032,-0.0162726829454676
NZL,Takaka,3.51608108108,-40.8526717447,172.810973955,0.1407901215863669
NZL,Kapiti,3.14806750392,-40.911771765,175.041750966,0.1403584597766051
NZL,Masterton,1.99199394976,-40.9543254943,175.658786486,0.0659948051297399
NZL,Carterton,1.02994915254,-41.024947357,175.533872795,0.0334384047968213
AUS,Burnie,0.0772080781011,-41.0766739132,145.898285352,0.0025721307511126
NZL,Wellington,3.61471845228,-41.1927248204,174.920502884,0.1658167484444276
ARG,San Carlos de Bariloche,2.57492458273,-41.1380754802,-71.3509941972,0.084148969987059
NZL,Motueka,2.54743872057,-41.1149908716,172.995945884,0.0988480588017576
AUS,Devonport,2.20557249289,-41.1910014181,146.329818806,0.0715304866167379
NZL,Martinborough,2.19521643836,-41.2175036348,175.467818958,0.0666340116595396
NZL,Nelson,3.06072088717,-41.3228408438,173.206040684,0.1210505840598415
CHL,Puerto Varas,3.12862353403,-41.3124152956,-72.9864753742,0.113129750562294
NZL,Picton,1.30869052502,-41.2961792942,174.025527915,0.0600873865666225
ARG,Ingeniero Jacobacci,-0.456104502386,-41.3309184249,-69.5282944391,-0.0087965171910826
AUS,Launceston,2.01114623418,-41.4617978478,147.151000313,0.0562071698465607
CHL,Puerto Montt,2.34550289786,-41.4567275178,-72.9448890807,0.0869713657335465
NZL,Blenheim,3.20885135308,-41.5081079869,173.935525373,0.1200083888894071
ARG,Sierra Grande,1.2809058917,-41.6065523889,-65.349731249,0.0258360581385173
NZL,Westport,2.67876258065,-41.7601376672,171.613919248,0.11235684999849
CHL,Ancud,-3.21208777219,-41.8788693932,-73.7868732138,-0.1295150319494013
ARG,El Bolsón,2.48609993379,-41.9649857735,-71.5140681271,0.0758118923933304
ARG,El Maitén,1.42752698037,-42.050570265,-71.153226654,0.0346213386347377
NZL,Kaikoura,0.531614155251,-42.3921609979,173.675120538,0.0207708682789542
NZL,Greymouth,-0.170851609658,-42.4569634043,171.231433718,-0.0069839107251589
CHL,Castro,1.89312859556,-42.4805946289,-73.7518646318,0.0755944363713872
NZL,Hokitika,-0.2969917231,-42.7238225194,170.995732662,-0.0117191979204369
ARG,Puerto Madryn,-2.03926573179,-42.7671668769,-65.0572136936,-0.0415961159607634
AUS,Hobart,1.94836024728,-42.8498115252,147.344031412,0.0608959545355446
AUS,New Norfolk,3.46439021827,-42.7768517651,147.096509122,0.1014217108939565
ARG,Esquel,-0.169843317972,-42.9140885908,-71.2813595077,-0.0043291721315664
ARG,Trevelin,2.43626648207,-43.0921269158,-71.4404578811,0.0633357702722291
NZL,Amberley,0.175308725285,-43.1581441327,172.736332166,0.005997023579709
ARG,Trelew,-1.67285434971,-43.2587433265,-65.2978642466,-0.0350196506871899
NZL,Christchurch,2.19397523134,-43.487968842,172.600275897,0.0749508374860136
ARG,Rawson,-1.18739258942,-43.3028437495,-65.093738001,-0.0254536240314011
ARG,Gaiman,-2.4566963722,-43.2935103866,-65.4876501367,-0.0520170854347964
ARG,Dolavon,-1.24395645912,-43.3067590749,-65.6951061483,-0.0266234258101055
NZL,Darfield,2.66283238884,-43.4815231877,172.107912137,0.0844286898632912
NZL,Rolleston,2.10409229783,-43.5999710868,172.332634238,0.0634191697148233
NZL,Ashburton,2.84399931788,-43.8992373096,171.757799142,0.0999133558284527
ARG,Gobernador Costa,-1.80931556088,-44.0422191619,-70.5880087654,-0.0428017062719728
ARG,José de San Martín,0.87671977507,-44.0455017089,-70.4556865539,0.0204638480985995
NZL,Temuka,1.49461189604,-44.2446235871,171.285379548,0.0538472767929936
NZL,Timaru,1.51073239582,-44.3768545804,171.222198098,0.054468270164686
NZL,Wanaka,4.65264959405,-44.6948470003,169.157171614,0.1396430016878956
NZL,Waimate,2.06358758366,-44.7267509193,171.047900201,0.0830084040494395
ARG,Camarones,-3.64567627494,-44.7909241753,-65.7220322317,-0.0850470417417503
NZL,Queenstown,1.25238749723,-45.0208059998,168.677017423,0.0451262071586748
ARG,Alto Río Senguer,-2.91563893532,-45.0405016742,-70.8134132773,-0.0758042642088885
NZL,Oamaru,0.278641975309,-45.0812519005,170.968240365,0.0114284846244707
NZL,Alexandra,-0.1683406867,-45.2461613799,169.410011121,-0.0043083641362402
CHL,Coihaique,2.74978678259,-45.574997147,-72.0382713978,0.1209413618831398
ARG,Sarmiento,0.94119214876,-45.5930917143,-69.0501097312,0.0258715784635038
ARG,Río Mayo,0.991810988355,-45.6850103819,-70.2482863614,0.0246723045614778
ARG,Comodoro Rivadavia,0.00699600960056,-45.8140830506,-67.5462691182,0.0001773645298058
NZL,Dunedin,1.97373799794,-45.8669873373,170.473023084,0.0884215314228211
NZL,Gore,1.46116918728,-46.1043031395,168.952749273,0.0526885595569627
NZL,Milton,1.98547494878,-46.1172527123,169.973782578,0.0841238312101561
NZL,Winton,0.84113430127,-46.1484266454,168.328862847,0.0320660280267012
NZL,Balclutha,0.491853563293,-46.2443173271,169.743220868,0.0188830998014858
NZL,Invercargill,1.7835905674,-46.3913935571,168.36695845,0.0717842923554137
NZL,Riverton,-0.933261105092,-46.3581189921,168.022668574,-0.0396014477928322
ARG,Caleta Olivia,-0.40944214876,-46.4503438384,-67.5430174485,-0.0101894747666755
ARG,Las Heras,-0.883176315602,-46.5427463844,-68.9323298962,-0.0207228395761434
ARG,Los Antiguos,4.40595007257,-46.556256047,-71.6306016699,0.1640311344180257
NZL,Bluff,-0.445747887646,-46.5882890988,168.382355059,-0.0188907499655169
ARG,Perito Moreno,-0.380026622862,-46.588542695,-70.9166266708,-0.0104020662761072
ARG,Pico Truncado,-1.35182730844,-46.792771886,-67.9533095131,-0.0299078437142207
ARG,Puerto Deseado,-2.00667229571,-47.7455573309,-65.9048599125,-0.050842456609788
ARG,Gobernador Gregores,-0.281797869983,-48.7476994286,-70.2396100944,-0.0075802417513779
ARG,Puerto San Julián,1.2836222489,-49.295031728,-67.7585179318,0.0344495161335461
ARG,Comandante Luis Piedrabuena,-0.683853968254,-49.9830429382,-68.904716273,-0.0176084418244815
ARG,Puerto Santa Cruz,1.34807108478,-50.019932535,-68.5465956529,0.0394949569123843
ARG,El Calafate,5.72940602672,-50.3406949189,-72.2477899739,0.2546355849009757
ARG,Río Gallegos,-1.28365128205,-51.633255871,-69.2409557286,-0.0473200873686959
FLK,Port Stanley,0.142151515152,-51.6619501977,-57.8179261715,0.0063755903639272
CHL,Punta Arenas,0.0293417961349,-53.1267935862,-70.947825355,0.0016582362514979
ARG,Río Grande,-0.650888925268,-53.79426368,-67.7338879642,-0.0273696463675175
ARG,Tolhuin,1.09588952859,-54.5116968656,-67.1919066066,0.0615102427859914
ARG,Ushuaia,1.16343645485,-54.8040398096,-68.3164458205,0.095509678500275
NOR,Hammerfest,1.82181516715,70.6636467814,23.7726665446,0.1054575640415642
NOR,Båtsfjord,1.47671153992,70.6200193874,29.704354352,0.0771013269061885
NOR,Vard?,-0.180066251757,70.378231245,31.0320643547,-0.0110689344174555
NOR,Vads?,-0.293480162449,70.0981618886,29.7437106533,-0.0135925746457206
NOR,Lakselv,0.346847370919,70.0494650387,24.9774202174,0.0182661990871837
NOR,Skjerv?y,-1.4962737049,70.0240959615,20.9708686831,-0.0964179979170235
NOR,Alta,-0.855037007655,69.9338925987,23.3310338774,-0.040933107404544
NOR,Storslett,-0.335815186541,69.7856621536,20.9175212474,-0.0170066833240603
NOR,Kirkenes,0.822691188198,69.6904951662,30.0143072168,0.0393054846376571
NOR,Troms?,1.32426112228,69.638600587,18.994676839,0.0719065423398646
NOR,Karasjok,-0.574252862887,69.4602112171,25.4992224034,-0.0262480574430378
RUS,Dudinka,-0.935587719298,69.4051230788,86.1783331075,-0.0330002583535888
NOR,Finnsnes,0.314335653033,69.2421643052,17.958484467,0.0162118351156144
NOR,Andenes,1.7325568078,69.2659920254,16.0600750171,0.1030999867861588
RUS,Norilsk,2.85415544676,69.3215464532,88.2122657321,0.0888298724397654
RUS,Murmansk,-0.461133408617,68.9667895844,33.155191765,-0.0205751297279649
GRL,Ilulissat,4.52218160787,69.2218738867,-51.0607982708,0.3703132277404087
NOR,Myre,0.110088879594,69.1071654101,15.9156576256,0.0057223813848344
NOR,Kautokeino,0.64220763106,69.0096207105,23.0624095605,0.0284067572088811
NOR,Setermoen,-0.243140804806,68.865166114,18.3837608404,-0.011627133388296
NOR,Harstad,1.51127635714,68.65052922,16.5510345318,0.0840588601197337
GRL,Qasigiannguit,0.375433689928,68.8248765538,-51.1640781899,0.0203107895913907
NOR,Borkenes,-0.326857756016,68.764114599,16.2176544077,-0.0177922533522671
NOR,Sortland,0.325363419933,68.6992184005,15.3726167255,0.0174886018498461
GRL,Aasiaat,0.2877890625,68.70328918,-52.8544007843,0.0225077674618959
NOR,Stokmarknes,0.825165530268,68.5408180287,14.8716467231,0.0464046246156085
NOR,Bjerkvik,1.04670969178,68.555994403,17.5610341375,0.0509751591218204
NOR,Narvik,-1.12796565833,68.4170222985,17.4677634336,-0.0549847967551265
NOR,L?dingen,0.929551591128,68.4207365355,15.9544753679,0.0450097810806462
CAN,Inuvik,-0.320058544232,68.3407807576,-133.653730013,-0.0134158426787091
NOR,Evje,3.2050348675,68.1810694837,13.6621682983,0.1966279059815951
RUS,Moncegorsk,1.6421565234,68.048300158,33.0735303824,0.0730305914050493
NOR,Svolvær,2.00295223261,68.2458534387,14.4946682963,0.1083637317691443
NOR,Kj?psvik,0.0679921217354,68.0996062802,16.3853167399,0.0035966205245438
SWE,Kiruna,-0.231143072566,67.842491083,20.2941991785,-0.0109586914006042
RUS,Apatity,0.513445935146,67.5966325685,33.6953234527,0.022792345039989
RUS,Vorkuta,-0.76746508977,67.5307355784,63.9466963998,-0.0249188333154563
RUS,Kovdor,-0.284024916467,67.5373295272,30.5454604824,-0.0126229619552771
NOR,Fauske,1.05478644777,67.3175926661,15.4432019804,0.0517179974005926
NOR,Bod?,0.553080467727,67.294581989,14.6046133347,0.0285508570671817
SWE,Pajala,-0.037035762496,67.2207402431,23.32320594,-0.0017993718617557
SWE,Gällivare,0.42902966262,67.141060263,20.7319314438,0.0209985660969196
RUS,Kandalak?a,0.480483127558,67.1646262445,32.3859302029,0.0221887225326816
NOR,Rognan,-0.256130295413,67.0466575429,15.3758103503,-0.0120067921769722
GRL,Sisimiut,4.66589707407,66.9502492447,-53.6591645455,0.289275452074788
USA,Kotzebue,-0.371360684726,66.899367125,-162.591510157,-0.0167592229370314
NOR,?rnes,3.34660623782,66.8114091184,13.9219284781,0.2016807976403649
RUS,Salehard,0.0253794644929,66.6401616282,66.4412512921,0.0008437268069562
FIN,Rovaniemi,0.499766001956,66.508279892,25.6964024978,0.022551510603301
SWE,Jokkmokk,0.628925925267,66.6001156187,19.8398320023,0.0295424722828
SWE,Haparanda,-0.176530313223,66.1144021391,23.8355267877,-0.0083579059840004
FIN,Kemi,-0.461993451325,65.923007745,24.3764897233,-0.0215959573367823
NOR,Mo i Rana,-0.87646393001,66.3135531455,14.1901935717,-0.0408745267056874
SWE,Överkalix,-0.575069373521,66.3294955991,22.8029215317,-0.0269885773970477
NOR,Hemnesberget,-1.40600289252,66.2181522525,13.642319464,-0.0712155277641822
NOR,Nesna,-0.269693272327,66.1953553416,13.0463652345,-0.0143791290212368
CAN,Pangnirtung,-3.33633883029,66.1435593182,-65.6893083648,-0.1643912989623092
ISL,?safjor?ur,0.339329996149,66.0833114627,-23.1891193718,0.0163030648814736
ISL,Siglufjör?ur,2.13037003756,66.1365584864,-18.9108518411,0.1448885967098906
SWE,Arjeplog,0.753965908202,66.062749349,17.9018690892,0.0384071733869409
NOR,Sandnessj?en,0.971558162904,66.0114912668,12.5794554934,0.0524084054545382
ISL,?lafsfjör?ur,-0.586815523843,66.0679407035,-18.665627445,-0.0394083505578595
ISL,Húsavík,-1.39955163096,66.0401572838,-17.3044129557,-0.0650889842513221
FIN,Kuusamo,0.254583848081,65.9899611679,29.1701334008,0.0116684674969624
RUS,Inta,0.0291742424242,66.0403680939,60.1608385685,0.0009814993364482
ISL,Dalvík,1.16507641761,65.9710837677,-18.5902457279,0.0767794937687449
NOR,Mosj?en,-1.0215115476,65.8615581551,13.24157137,-0.0460217231004329
SWE,Töre,-0.224015506577,65.9148190841,22.6434437577,-0.0105291682200313
SWE,Kalix,0.0983311444715,65.8527234923,23.239258443,0.0046587259376034
SWE,Luleå,0.063435603774,65.6899251057,21.9407633945,0.0030068023434736
SWE,Sävast,-0.0461741906981,65.8608488283,22.2868874678,-0.002203399190947
ISL,Sau?árkrókur,-1.07342001027,65.7365305057,-19.6505103897,-0.0512549292186894
ISL,Akureyrí,-0.0774608206585,65.6742153929,-18.106871813,-0.003761004275024
SWE,Älvsbyn,-0.386598426204,65.6782389625,20.9679013314,-0.0171366100829257
SWE,Arvidsjaur,0.223416178703,65.5915918716,19.2188733644,0.0106452936592501
GRL,Tasiilaq,0.876273436871,65.6154990882,-37.6212809007,0.0471132280204295
SWE,Sorsele,0.310013184738,65.5377480191,17.5239156453,0.0145778820682084
NOR,Br?nn?ysund,2.32581788034,65.4024567992,12.2359149691,0.1169143585549056
SWE,Piteå,0.156137844017,65.344159039,21.4169745899,0.0071446798926869
GRL,Maniitsoq,4.47310043668,65.4316301211,-52.9318696435,0.2867942066643391
FIN,Oulu,-0.222000799517,65.0048286225,25.5790915693,-0.0098798191361329
ISL,Egilssta?ir,-0.534258763029,65.2580737753,-14.4014950904,-0.0218543201512688
ISL,Neskaupsta?ur,0.464672878921,65.1417866647,-13.7224442953,0.0214830699095148
RUS,Pecora,1.34315691241,65.1474924197,57.2170890066,0.0476311121172977
SWE,Storuman,0.407352968503,65.0883945093,17.1305784848,0.0198360340505947
ISL,Stykkishólmur,0.423846405229,65.0542346625,-22.7332309689,0.0266726854688782
SWE,Jörn,0.0944834551179,65.0532838992,20.0581018111,0.0043318748214462
USA,Fairbanks,0.13272693148,64.8066824845,-147.538731184,0.0050248134758494
NOR,Kolvereid,1.53699674417,64.8712332354,11.5972748198,0.0699439156012115
SWE,Skellefteå,0.547724545604,64.7277582947,20.9749400624,0.0249837541381347
FIN,Suomussalmi,-0.392494584509,64.8820516803,28.9164086711,-0.0171901968754354
ISL,?lafsvík,-2.37667073058,64.8909265266,-23.7737459224,-0.1103610550347441
NOR,R?rvik,2.59103477916,64.8560987345,11.2547880123,0.1305160157613764
SWE,Boliden,-0.884417929859,64.8720692875,20.3759924269,-0.0404266061272784
RUS,Archangel,0.374382671006,64.5317644807,40.5886186001,0.014981590753303
FIN,Raahe,0.444021091207,64.5957034795,24.454921287,0.0196072818056898
RUS,Kostomuk?a,0.140386627737,64.6426478349,30.6916184219,0.0061014667503671
SWE,Vilhelmina,-0.448489393335,64.6330553278,16.6650819231,-0.0213726891520615
SWE,Lycksele,0.11042300828,64.5817126194,18.6865513138,0.0050048559517976
USA,Nome,-1.45738827901,64.5200507409,-165.40794777,-0.0521569576280511
ISL,Borgarnes,-1.55154405663,64.5533036404,-21.9330341854,-0.0683233569556152
SWE,Burträsk,0.00293137908061,64.5225184069,20.6478722591,0.0001318445842409
NOR,Namsos,-0.402941798541,64.4566762934,11.8998756064,-0.0167324170539833
FIN,Kajaani,0.523563179127,64.2695101149,27.8496309238,0.0224788873761398
ISL,Akranes,0.130357932414,64.3252618171,-22.0175530702,0.0064746651607661
ISL,Höfn,-4.67269459707,64.2675245917,-15.2002175641,-0.1889198844546503
SWE,Dorotea,-0.314939414149,64.2658082023,16.4137048052,-0.0144938417591642
ISL,Reykjavík,-0.576901154527,64.1178508759,-21.7748004984,-0.0231946551678279
SWE,Vindeln,0.264771406371,64.2057570815,19.7095039466,0.0120180817321339
GRL,Nuuk,2.80337103104,64.172696602,-51.6801579384,0.2034426456432689
SWE,Robertsfors,0.493423019432,64.1857307821,20.8746226046,0.023241879599884
SWE,Åsele,0.60614437431,64.1637199407,17.3470726506,0.0278150156132118
FIN,Sotkamo,0.460983798564,64.1347445308,28.2782504001,0.0196030063683652
FIN,Kuhmo,0.205747176544,64.1230149306,29.515682891,0.0091044963367354
FIN,Ylivieska,-0.148007070298,64.0606511564,24.5854381715,-0.0067343713273519
NOR,Steinkjer,-0.0791443761504,63.8527068103,11.4426493388,-0.0035363115431357
ISL,Keflavík,-2.15168405397,63.9787235161,-22.5712358729,-0.0914029804404833
NOR,Malm,0.716811310154,64.0701075286,11.2294330436,0.0315012046918791
ISL,Selfoss,1.17396280806,63.9736591827,-21.1161500334,0.0497059032811741
RUS,Onega,-0.789521372122,63.9302528457,38.0918042268,-0.0314591620364252
SWE,Umeå,0.72311860012,63.8464687259,20.1375666842,0.0320563407138453
FIN,Nivala,0.435250455705,63.9106901172,24.972470776,0.0191094622536813
NOR,Å,-1.50427799228,63.9596925675,10.2264196171,-0.0680695175377223
SWE,Bjurholm,0.652908550905,63.931468123,19.2230183325,0.029616746026446
FIN,Kokkola,0.961617796149,63.7637632277,23.0435546955,0.0431350033226668
USA,Healy,0.586310138799,63.8948105773,-148.991091108,0.0250666014117578
ISL,Grindavík,0.655249784668,63.8557684389,-22.4474951678,0.0257826391461963
ISL,?orlákshöfn,-0.87737443609,63.8636559564,-21.3965149979,-0.032027109751191
RUS,Segezha,1.35643048373,63.7473342093,34.2928566993,0.0603389482722884
CAN,Iqaluit,1.74434492391,63.7676331777,-68.4992894436,0.0730892880603949
NOR,Brekstad,2.48442194719,63.7388558867,9.74274401472,0.1257520379912377
NOR,Leksvik,0.78646626827,63.6887388733,10.6077502967,0.0379555051175393
SWE,Hörnefors,0.659444005963,63.6487127776,19.9330595082,0.0291587654068562
RUS,Uhta,0.494891635336,63.555350815,53.728347816,0.0191000895272756
FIN,Iisalmi,0.0161999877794,63.5683628134,27.217064095,0.0007026342862086
SWE,Hammerdal,-0.0577046555227,63.5876366617,15.3147911966,-0.0027355971910552
NOR,Trondheim,-0.630071212645,63.3093826714,10.3293508285,-0.0282460581226702
SWE,Nordmaling,0.779129089302,63.5600102951,19.4439859825,0.0361272973782936
ISL,Vestmannaeyjar,2.24813559322,63.4334317244,-20.2719418534,0.1420904348196654
SWE,Örnsköldsvik,1.18025944897,63.2997958129,18.5568676763,0.0536046824545726
SWE,Lit,-0.105765892774,63.3571350335,14.8559850288,-0.0049808438308395
SWE,Järpen,0.436223813351,63.3677871434,13.1740442948,0.0208105856434078
SWE,Östersund,0.535848938387,63.15556233,14.5610555312,0.0258660262384243
SWE,Husum,0.282433267587,63.340743408,19.1229580548,0.0133921554286942
FIN,Lieksa,-0.0522423564738,63.3225840733,30.062944492,-0.0022411750254256
USA,Tok,0.719405221136,63.3409976077,-142.980751947,0.0287229342056348
NOR,Kyrksæter?ra,-0.0355782747604,63.2935738363,9.07763691471,-0.0015845258303586
SWE,Sollefteå,0.479880582607,63.1820966453,17.1769220814,0.021761607331442
FIN,Vaasa,1.04666002908,63.0458253758,21.847826144,0.0461184517847636
NOR,Kristiansund,0.493004028293,63.0694032248,7.81066553569,0.0253107676526021
SWE,Hammarstrand,0.644729727485,63.128263725,16.2759555638,0.0304219643776657
FIN,Kuopio,0.732027826925,62.9477309963,27.6566939918,0.0324186369577838
SWE,Kramfors,0.734774846808,62.9322687257,17.8342217063,0.03305934529242
NOR,Skei/Surnadals?ra,-0.356439211438,62.9771233175,8.7097490276,-0.0147076627288393
FIN,Sein?joki,0.494022556391,62.7779085879,22.7379673755,0.0206432682373554
NOR,Eide,-0.811628066564,62.930950879,7.40006679145,-0.0378200679677357
NOR,Tingvollvågen,1.53039090465,62.9138869545,8.23224269534,0.0749844981151174
NOR,Molde,1.42718498563,62.788762003,7.25143369111,0.0674966169663622
CAN,Rankin Inlet,-1.54254569892,62.8219192505,-92.1227775595,-0.0655784898042951
FIN,Joensuu,1.39685398524,62.6060955859,29.7568893339,0.0601331514245245
NOR,Sunndals?ra,-0.963964151146,62.6623805106,8.62037306447,-0.04314176220101
SWE,Härnösand,1.03970439709,62.6499117521,17.8902441817,0.0478534825401758
FIN,??nekoski,0.0517862107877,62.5772011807,25.7650104448,0.0023279300561975
NOR,Vestnes,-1.39813195335,62.5845127687,7.11494918785,-0.0641702750197925
NOR,Oppdal,0.10500472528,62.6082400931,9.67783328768,0.004411343453563
SWE,Sundsvall,1.4598411665,62.4204120658,17.2743733252,0.0658917882427335
RUS,Mirnyj,-1.30759244864,62.5377852678,113.982916094,-0.0472917437971652
NOR,Brattvåg,0.803223524443,62.5926837292,6.44583271681,0.0419343515252398
NOR,Tomra,0.665193755273,62.5753963663,6.94039392274,0.0300284148388778
NOR,R?ros,-0.399648583952,62.5438108154,11.2847862931,-0.0178046034197929
NOR,Åndalsnes,-0.505883815075,62.5631301397,7.73773225614,-0.0223186004287029
NOR,Ålesund,1.02887533899,62.3911841883,6.1123779229,0.0520789906243968
NOR,Skodje,0.329102552217,62.5065224215,6.71298699385,0.0154028135838896
SWE,Fränsta,1.2545809114,62.4807039917,16.0241982117,0.0562579857632721
CAN,Yellowknife,2.33236946322,62.4577677884,-114.402741676,0.0944856356575782
FIN,Leppavirta,0.332032277466,62.4793416105,27.7318573706,0.0144577357206085
FIN,Kauhajoki,-0.295607371789,62.4323227454,22.1931498746,-0.01254244549935
FIN,Jyv?skyl?,0.948977780654,62.2877224263,25.7503901977,0.0435020717425099
FIN,Varkaus,0.797809424681,62.2759953559,27.8560407464,0.0339461558017693
FIN,Pieks?m?ki,0.286359504714,62.306172877,27.1383899896,0.0125413383929662
NOR,Stranda,1.69103690344,62.3048092422,6.85227128269,0.0752629081199936
NOR,Tynset,-0.177067226891,62.2780390994,10.7614077583,-0.007916717892798
FIN,Keuruu,0.0961983046493,62.2483229611,24.7135460772,0.0042394957126117
FRO,Tórshavn,1.74704708807,62.1344059725,-6.79181589399,0.1015303018391538
RUS,Jakutsk,0.97854975757,62.0411654723,129.702786091,0.0362107869868299
RUS,Kondopoga,0.548744958395,62.195025534,34.2431793285,0.0227693499844658
NOR,?rsta,1.6031507553,62.1724851088,6.15009264586,0.0746279458041035
FRO,Vestmanna,1.98233599295,62.1480484505,-7.13942794774,0.1023152103668147
FIN,Kitee,0.813811736278,62.105565004,30.0575510535,0.0339789597822785
NOR,Dombås,-1.8942853234,62.0523751268,9.16735137367,-0.075260720014376
SWE,Gnarp,0.0199104684017,62.0528370852,17.2573673467,0.0008426427876424
SWE,Sveg,1.12624806091,62.0348448265,14.3640257288,0.0527767009541955
GRL,Paamiut,5.81211666838,62.0013960602,-49.6497983869,0.4281546633873677
NOR,Mål?y,1.56815864509,61.9489025271,5.12914220965,0.0767681275262779
NOR,Nordfjordeid,2.08265258888,61.9260218111,5.9637961091,0.09518271420059
FIN,J?ms?,1.32781201758,61.8771594598,25.2202960277,0.0598259399002002
RUS,Petrozavodsk,1.24939571324,61.8260554549,34.254560517,0.0546457288374645
FIN,Savonlinna,0.644589010723,61.8872891302,29.0060123903,0.0280165509167705
NOR,Stryn,0.708652696593,61.8829660145,6.76628162949,0.0324433542837867
RUS,Syktyvkar,0.927840631232,61.7212031612,50.7847848984,0.0366253124385389
NOR,Vågåmo,-0.141967213115,61.8719187955,9.11287212945,-0.0061056000902588
SWE,Järvsö,0.718338644613,61.7911132339,16.1162420874,0.0318283208349165
FIN,Kankaanp??,0.3033416627,61.8165206456,22.4231923521,0.012666628727876
SWE,Färila,0.31283675369,61.8034482631,15.8237116636,0.0135690998012324
SWE,Delsbo,0.926677990818,61.8060826184,16.5652689337,0.0411667896154714
NOR,Otta,-0.524439357689,61.7713459024,9.53982561706,-0.0220949757361783
SWE,Hudiksvall,1.36317273526,61.7005955859,17.0583142739,0.0592153292415527
NOR,Sandane,0.155492489051,61.7706203509,6.21441794663,0.0070107920701802
NOR,Svelgen,0.49878285175,61.7676035823,5.30393257193,0.0219070737227526
USA,Willow,0.657284834029,61.7523565825,-150.054488669,0.0269015511264809
RUS,Sortavala,1.65296711523,61.7168594213,30.6803411123,0.070816840821044
FIN,Mikkeli,0.440376732389,61.67613067,27.2294418205,0.0192195659529786
